country,year,month,month_number,quarter,age_group,population,cases,deaths,incidence_per_1000,mortality_per_1000,case_fatality_rate,itn_coverage,irs_coverage,act_treatment_rate,risk_level,region,gdp_per_capita,healthcare_access
Niger,2023,November,11,4,15-65 years,13000000,1762177,37488,135.55,2.884,2.13,60.7,25.3,74.1,medium,West Africa,553,33
Niger,2023,November,11,4,65+ years,1250000,159686,4509,127.75,3.607,2.82,73.4,31.8,73.0,medium,West Africa,553,33
Niger,2023,December,12,4,0-5 years,4500000,1364742,35811,303.28,7.958,2.62,54.8,22.5,80.9,medium,West Africa,553,33
Niger,2023,December,12,4,5-15 years,6250000,1350460,7623,216.07,1.22,0.56,70.4,25.1,82.4,medium,West Africa,553,33
Niger,2023,December,12,4,15-65 years,13000000,1128024,8572,86.77,0.659,0.76,58.8,27.2,75.6,medium,West Africa,553,33
Niger,2023,December,12,4,65+ years,1250000,184098,1994,147.28,1.595,1.08,54.2,21.6,86.6,medium,West Africa,553,33
Niger,2024,January,1,1,0-5 years,4500000,1532029,27295,340.45,6.066,1.78,64.6,33.0,85.3,medium,West Africa,553,33
Niger,2024,January,1,1,5-15 years,6250000,1509473,23687,241.52,3.79,1.57,74.9,25.6,78.6,medium,West Africa,553,33
Niger,2024,January,1,1,15-65 years,13000000,853965,23198,65.69,1.784,2.72,62.6,29.2,79.1,medium,West Africa,553,33
Niger,2024,January,1,1,65+ years,1250000,226836,2922,181.47,2.338,1.29,71.2,31.7,75.1,medium,West Africa,553,33
Niger,2024,February,2,1,0-5 years,4500000,1214801,24381,269.96,5.418,2.01,69.0,36.0,82.6,medium,West Africa,553,33
Niger,2024,February,2,1,5-15 years,6250000,1086589,18677,173.85,2.988,1.72,60.8,24.9,89.2,medium,West Africa,553,33
Niger,2024,February,2,1,15-65 years,13000000,1504640,17054,115.74,1.312,1.13,60.4,36.7,85.9,medium,West Africa,553,33
Niger,2024,February,2,1,65+ years,1250000,136673,788,109.34,0.63,0.58,72.0,37.1,81.6,medium,West Africa,553,33
Niger,2024,March,3,1,0-5 years,4500000,1609940,11172,357.76,2.483,0.69,58.3,27.5,78.2,medium,West Africa,553,33
Niger,2024,March,3,1,5-15 years,6250000,1292672,38577,206.83,6.172,2.98,71.2,30.2,89.9,medium,West Africa,553,33
Niger,2024,March,3,1,15-65 years,13000000,1393336,7373,107.18,0.567,0.53,61.1,35.4,83.8,medium,West Africa,553,33
Niger,2024,March,3,1,65+ years,1250000,126009,1970,100.81,1.576,1.56,63.1,38.0,79.2,medium,West Africa,553,33
Niger,2024,April,4,2,0-5 years,4500000,1072502,21680,238.33,4.818,2.02,68.3,32.5,77.0,medium,West Africa,553,33
Niger,2024,April,4,2,5-15 years,6250000,1440245,26780,230.44,4.285,1.86,65.5,28.1,83.8,medium,West Africa,553,33
Niger,2024,April,4,2,15-65 years,13000000,1120888,33150,86.22,2.55,2.96,68.9,24.1,84.2,medium,West Africa,553,33
Niger,2024,April,4,2,65+ years,1250000,190232,2805,152.19,2.244,1.47,76.8,32.7,89.0,medium,West Africa,553,33
Niger,2024,May,5,2,0-5 years,4500000,3481285,56912,773.62,12.647,1.63,74.5,31.5,77.1,medium,West Africa,553,33
Niger,2024,May,5,2,5-15 years,6250000,3171037,22241,507.37,3.559,0.7,71.9,32.2,80.1,medium,West Africa,553,33
Niger,2024,May,5,2,15-65 years,13000000,2878470,31597,221.42,2.431,1.1,59.1,28.5,86.4,medium,West Africa,553,33
Niger,2024,May,5,2,65+ years,1250000,410437,5650,328.35,4.52,1.38,76.4,34.7,89.3,medium,West Africa,553,33
Niger,2024,June,6,2,0-5 years,4500000,3924159,90289,872.04,20.064,2.3,75.8,28.5,81.8,medium,West Africa,553,33
Niger,2024,June,6,2,5-15 years,6250000,3547622,74301,567.62,11.888,2.09,69.6,23.6,76.6,medium,West Africa,553,33
Niger,2024,June,6,2,15-65 years,13000000,3006006,89115,231.23,6.855,2.96,61.9,28.6,85.7,medium,West Africa,553,33
Niger,2024,June,6,2,65+ years,1250000,487762,6449,390.21,5.159,1.32,61.8,29.6,88.8,medium,West Africa,553,33
Niger,2024,July,7,3,0-5 years,4500000,3552672,36881,789.48,8.196,1.04,74.9,30.6,86.8,medium,West Africa,553,33
Niger,2024,July,7,3,5-15 years,6250000,3088373,32759,494.14,5.241,1.06,64.0,26.0,82.7,medium,West Africa,553,33
Niger,2024,July,7,3,15-65 years,13000000,3362132,68340,258.63,5.257,2.03,70.3,27.6,78.1,medium,West Africa,553,33
Niger,2024,July,7,3,65+ years,1250000,530553,2946,424.44,2.357,0.56,66.4,27.0,79.0,medium,West Africa,553,33
Niger,2024,August,8,3,0-5 years,4500000,2811521,83471,624.78,18.549,2.97,73.5,36.6,77.3,medium,West Africa,553,33
Niger,2024,August,8,3,5-15 years,6250000,3554213,50857,568.67,8.137,1.43,59.2,34.7,81.5,medium,West Africa,553,33
Niger,2024,August,8,3,15-65 years,13000000,3840125,41087,295.39,3.161,1.07,66.2,36.8,78.7,medium,West Africa,553,33
Niger,2024,August,8,3,65+ years,1250000,457153,12928,365.72,10.342,2.83,66.5,29.9,82.9,medium,West Africa,553,33
Niger,2024,September,9,3,0-5 years,4500000,3297358,82649,732.75,18.366,2.51,64.8,34.5,89.7,medium,West Africa,553,33
Niger,2024,September,9,3,5-15 years,6250000,2676660,14772,428.27,2.364,0.55,64.0,37.6,78.1,medium,West Africa,553,33
Niger,2024,September,9,3,15-65 years,13000000,3591795,45032,276.29,3.464,1.25,63.3,34.2,75.5,medium,West Africa,553,33
Niger,2024,September,9,3,65+ years,1250000,403178,9891,322.54,7.913,2.45,65.3,33.6,78.9,medium,West Africa,553,33
Niger,2024,October,10,4,0-5 years,4500000,1343446,38508,298.54,8.557,2.87,61.5,37.4,85.4,medium,West Africa,553,33
Niger,2024,October,10,4,5-15 years,6250000,1098862,29998,175.82,4.8,2.73,70.8,35.4,84.1,medium,West Africa,553,33
Niger,2024,October,10,4,15-65 years,13000000,1151787,23200,88.6,1.785,2.01,57.6,32.8,75.2,medium,West Africa,553,33
Niger,2024,October,10,4,65+ years,1250000,237958,5896,190.37,4.717,2.48,58.5,36.5,85.7,medium,West Africa,553,33
Niger,2024,November,11,4,0-5 years,4500000,1374058,32081,305.35,7.129,2.33,57.2,29.5,81.2,medium,West Africa,553,33
Niger,2024,November,11,4,5-15 years,6250000,1134633,26369,181.54,4.219,2.32,71.2,31.8,75.1,medium,West Africa,553,33
Niger,2024,November,11,4,15-65 years,13000000,1193798,33920,91.83,2.609,2.84,64.7,35.2,87.5,medium,West Africa,553,33
Niger,2024,November,11,4,65+ years,1250000,190679,5202,152.54,4.162,2.73,64.9,24.7,78.7,medium,West Africa,553,33
Niger,2024,December,12,4,0-5 years,4500000,1212717,25069,269.49,5.571,2.07,66.6,23.4,89.7,medium,West Africa,553,33
Niger,2024,December,12,4,5-15 years,6250000,1039300,20583,166.29,3.293,1.98,57.5,34.3,86.1,medium,West Africa,553,33
Niger,2024,December,12,4,15-65 years,13000000,1658964,14360,127.61,1.105,0.87,63.0,23.4,88.5,medium,West Africa,553,33
Niger,2024,December,12,4,65+ years,1250000,161190,2093,128.95,1.674,1.3,61.3,36.4,75.4,medium,West Africa,553,33
Tanzania,2020,January,1,1,0-5 years,10980000,3808147,109667,346.83,9.988,2.88,56.6,23.1,66.7,medium,East Africa,1122,47
Tanzania,2020,January,1,1,5-15 years,15250000,3225190,20737,211.49,1.36,0.64,48.2,18.0,69.1,medium,East Africa,1122,47
Tanzania,2020,January,1,1,15-65 years,31720000,4074795,57930,128.46,1.826,1.42,60.1,16.9,79.3,medium,East Africa,1122,47
Tanzania,2020,January,1,1,65+ years,3050000,774769,6728,254.02,2.206,0.87,52.8,15.5,72.4,medium,East Africa,1122,47
Tanzania,2020,February,2,1,0-5 years,10980000,4788212,93968,436.08,8.558,1.96,63.4,26.7,78.4,medium,East Africa,1122,47
Tanzania,2020,February,2,1,5-15 years,15250000,4018556,61912,263.51,4.06,1.54,50.8,22.8,71.0,medium,East Africa,1122,47
Tanzania,2020,February,2,1,15-65 years,31720000,4443614,48219,140.09,1.52,1.09,60.5,26.0,72.7,medium,East Africa,1122,47
Tanzania,2020,February,2,1,65+ years,3050000,625568,8508,205.1,2.79,1.36,47.0,22.5,73.2,medium,East Africa,1122,47
Tanzania,2020,March,3,1,0-5 years,10980000,4293700,86660,391.05,7.893,2.02,45.2,25.8,71.1,medium,East Africa,1122,47
Tanzania,2020,March,3,1,5-15 years,15250000,5330511,53610,349.54,3.515,1.01,46.3,29.2,67.1,medium,East Africa,1122,47
Tanzania,2020,March,3,1,15-65 years,31720000,4092192,41504,129.01,1.308,1.01,50.9,25.7,76.1,medium,East Africa,1122,47
Tanzania,2020,March,3,1,65+ years,3050000,638923,7522,209.48,2.466,1.18,52.2,25.4,78.6,medium,East Africa,1122,47
Tanzania,2020,April,4,2,0-5 years,10980000,5852140,83973,532.98,7.648,1.43,55.1,21.0,70.1,medium,East Africa,1122,47
Tanzania,2020,April,4,2,5-15 years,15250000,3962040,59659,259.81,3.912,1.51,56.7,26.0,73.5,medium,East Africa,1122,47
Tanzania,2020,April,4,2,15-65 years,31720000,3301636,16751,104.09,0.528,0.51,64.9,27.1,77.3,medium,East Africa,1122,47
Tanzania,2020,April,4,2,65+ years,3050000,509245,2975,166.97,0.975,0.58,62.1,29.0,74.5,medium,East Africa,1122,47
Tanzania,2020,May,5,2,0-5 years,10980000,10782388,268591,982.0,24.462,2.49,60.0,26.1,67.9,medium,East Africa,1122,47
Tanzania,2020,May,5,2,5-15 years,15250000,12357603,158402,810.33,10.387,1.28,57.3,22.8,79.7,medium,East Africa,1122,47
Tanzania,2020,May,5,2,15-65 years,31720000,11230537,273338,354.05,8.617,2.43,58.5,16.2,79.7,medium,East Africa,1122,47
Tanzania,2020,May,5,2,65+ years,3050000,2065619,39799,677.25,13.049,1.93,48.4,24.3,66.3,medium,East Africa,1122,47
Tanzania,2020,June,6,2,0-5 years,10980000,12195543,294965,1110.71,26.864,2.42,57.3,22.6,70.4,medium,East Africa,1122,47
Tanzania,2020,June,6,2,5-15 years,15250000,10643176,107968,697.91,7.08,1.01,59.8,15.0,67.7,medium,East Africa,1122,47
Tanzania,2020,June,6,2,15-65 years,31720000,13935444,310550,439.33,9.79,2.23,51.8,22.8,67.6,medium,East Africa,1122,47
Tanzania,2020,June,6,2,65+ years,3050000,1512477,7997,495.89,2.622,0.53,50.0,23.7,71.5,medium,East Africa,1122,47
Tanzania,2020,July,7,3,0-5 years,10980000,13514371,268150,1230.82,24.422,1.98,55.4,19.3,73.4,medium,East Africa,1122,47
Tanzania,2020,July,7,3,5-15 years,15250000,12802449,149981,839.5,9.835,1.17,62.5,25.5,74.1,medium,East Africa,1122,47
Tanzania,2020,July,7,3,15-65 years,31720000,9352684,268615,294.85,8.468,2.87,55.2,25.3,65.0,medium,East Africa,1122,47
Tanzania,2020,July,7,3,65+ years,3050000,1493072,33273,489.53,10.909,2.23,61.1,26.7,76.8,medium,East Africa,1122,47
Tanzania,2020,August,8,3,0-5 years,10980000,11044145,93806,1005.84,8.543,0.85,57.4,26.4,70.0,medium,East Africa,1122,47
Tanzania,2020,August,8,3,5-15 years,15250000,12149579,158063,796.69,10.365,1.3,58.7,20.9,79.8,medium,East Africa,1122,47
Tanzania,2020,August,8,3,15-65 years,31720000,9814841,270541,309.42,8.529,2.76,63.7,20.3,74.6,medium,East Africa,1122,47
Tanzania,2020,August,8,3,65+ years,3050000,1729137,10202,566.93,3.345,0.59,51.3,19.8,79.2,medium,East Africa,1122,47
Tanzania,2020,September,9,3,0-5 years,10980000,12359338,158278,1125.62,14.415,1.28,57.0,21.2,78.1,medium,East Africa,1122,47
Tanzania,2020,September,9,3,5-15 years,15250000,12534188,134157,821.91,8.797,1.07,55.1,20.7,69.8,medium,East Africa,1122,47
Tanzania,2020,September,9,3,15-65 years,31720000,8623910,216836,271.88,6.836,2.51,48.8,23.2,70.2,medium,East Africa,1122,47
Tanzania,2020,September,9,3,65+ years,3050000,1601808,33733,525.18,11.06,2.11,57.9,24.6,74.5,medium,East Africa,1122,47
Tanzania,2020,October,10,4,0-5 years,10980000,4543205,49230,413.77,4.484,1.08,64.9,24.8,69.1,medium,East Africa,1122,47
Tanzania,2020,October,10,4,5-15 years,15250000,3496206,73527,229.26,4.821,2.1,49.3,15.7,73.7,medium,East Africa,1122,47
Tanzania,2020,October,10,4,15-65 years,31720000,3505678,39318,110.52,1.24,1.12,64.7,28.5,70.6,medium,East Africa,1122,47
Tanzania,2020,October,10,4,65+ years,3050000,698476,14474,229.01,4.746,2.07,58.4,26.9,76.6,medium,East Africa,1122,47
Tanzania,2020,November,11,4,0-5 years,10980000,5629155,36504,512.67,3.325,0.65,62.8,25.3,76.6,medium,East Africa,1122,47
Tanzania,2020,November,11,4,5-15 years,15250000,3741029,21362,245.31,1.401,0.57,46.3,24.3,69.6,medium,East Africa,1122,47
Tanzania,2020,November,11,4,15-65 years,31720000,3948310,40199,124.47,1.267,1.02,45.8,20.4,65.6,medium,East Africa,1122,47
Tanzania,2020,November,11,4,65+ years,3050000,675522,7569,221.48,2.482,1.12,46.6,22.0,79.2,medium,East Africa,1122,47
Tanzania,2020,December,12,4,0-5 years,10980000,3770738,87104,343.42,7.933,2.31,55.4,18.5,74.1,medium,East Africa,1122,47
Tanzania,2020,December,12,4,5-15 years,15250000,4890989,108655,320.72,7.125,2.22,47.9,15.9,75.8,medium,East Africa,1122,47
Tanzania,2020,December,12,4,15-65 years,31720000,4607851,89567,145.27,2.824,1.94,45.7,27.4,68.9,medium,East Africa,1122,47
Tanzania,2020,December,12,4,65+ years,3050000,556664,6356,182.51,2.084,1.14,51.7,20.5,66.3,medium,East Africa,1122,47
Tanzania,2021,January,1,1,0-5 years,10980000,3952262,105639,359.95,9.621,2.67,62.9,22.1,80.4,medium,East Africa,1122,47
Tanzania,2021,January,1,1,5-15 years,15250000,3783578,85969,248.1,5.637,2.27,51.3,21.3,81.7,medium,East Africa,1122,47
Tanzania,2021,January,1,1,15-65 years,31720000,3777439,54265,119.09,1.711,1.44,58.8,17.9,79.7,medium,East Africa,1122,47
Tanzania,2021,January,1,1,65+ years,3050000,696513,19904,228.37,6.526,2.86,56.4,19.9,68.9,medium,East Africa,1122,47
Tanzania,2021,February,2,1,0-5 years,10980000,3471571,69014,316.17,6.285,1.99,59.0,24.8,77.7,medium,East Africa,1122,47
Tanzania,2021,February,2,1,5-15 years,15250000,4352753,61481,285.43,4.032,1.41,51.4,28.8,70.1,medium,East Africa,1122,47
Tanzania,2021,February,2,1,15-65 years,31720000,3501697,66509,110.39,2.097,1.9,53.7,26.4,69.5,medium,East Africa,1122,47
Tanzania,2021,February,2,1,65+ years,3050000,643711,17186,211.05,5.635,2.67,58.6,29.4,72.3,medium,East Africa,1122,47
Tanzania,2021,March,3,1,0-5 years,10980000,2815636,61638,256.43,5.614,2.19,62.1,23.8,81.7,medium,East Africa,1122,47
Tanzania,2021,March,3,1,5-15 years,15250000,3993465,85566,261.87,5.611,2.14,67.2,28.0,71.0,medium,East Africa,1122,47
Tanzania,2021,March,3,1,15-65 years,31720000,4736555,105336,149.32,3.321,2.22,62.2,29.8,80.0,medium,East Africa,1122,47
Tanzania,2021,March,3,1,65+ years,3050000,385772,8391,126.48,2.751,2.18,64.1,25.7,78.2,medium,East Africa,1122,47
Tanzania,2021,April,4,2,0-5 years,10980000,4867422,125424,443.3,11.423,2.58,51.6,28.2,75.7,medium,East Africa,1122,47
Tanzania,2021,April,4,2,5-15 years,15250000,3376218,79850,221.39,5.236,2.37,58.6,21.0,76.5,medium,East Africa,1122,47
Tanzania,2021,April,4,2,15-65 years,31720000,3437055,79450,108.36,2.505,2.31,65.0,28.7,81.0,medium,East Africa,1122,47
Tanzania,2021,April,4,2,65+ years,3050000,725522,20439,237.88,6.701,2.82,48.0,17.3,80.4,medium,East Africa,1122,47
Tanzania,2021,May,5,2,0-5 years,10980000,12497247,111328,1138.18,10.139,0.89,59.7,32.0,76.9,medium,East Africa,1122,47
Tanzania,2021,May,5,2,5-15 years,15250000,9397949,65834,616.26,4.317,0.7,48.9,22.4,80.0,medium,East Africa,1122,47
Tanzania,2021,May,5,2,15-65 years,31720000,9133548,70204,287.94,2.213,0.77,66.5,24.9,77.4,medium,East Africa,1122,47
Tanzania,2021,May,5,2,65+ years,3050000,1340676,9144,439.57,2.998,0.68,56.8,25.5,77.8,medium,East Africa,1122,47
Tanzania,2021,June,6,2,0-5 years,10980000,9486299,118898,863.96,10.829,1.25,66.2,19.0,74.0,medium,East Africa,1122,47
Tanzania,2021,June,6,2,5-15 years,15250000,10610882,77097,695.8,5.056,0.73,65.1,26.6,81.5,medium,East Africa,1122,47
Tanzania,2021,June,6,2,15-65 years,31720000,9324878,260954,293.97,8.227,2.8,67.6,27.0,74.1,medium,East Africa,1122,47
Tanzania,2021,June,6,2,65+ years,3050000,1935544,37683,634.6,12.355,1.95,61.1,18.0,70.9,medium,East Africa,1122,47
Tanzania,2021,July,7,3,0-5 years,10980000,11212324,132824,1021.16,12.097,1.18,51.0,17.0,67.8,medium,East Africa,1122,47
Tanzania,2021,July,7,3,5-15 years,15250000,10276594,184737,673.88,12.114,1.8,67.0,18.6,69.7,medium,East Africa,1122,47
Tanzania,2021,July,7,3,15-65 years,31720000,10933554,154784,344.69,4.88,1.42,66.1,26.5,73.2,medium,East Africa,1122,47
Tanzania,2021,July,7,3,65+ years,3050000,1368115,27571,448.56,9.04,2.02,56.6,29.5,78.2,medium,East Africa,1122,47
Tanzania,2021,August,8,3,0-5 years,10980000,10045747,261862,914.91,23.849,2.61,60.0,18.6,81.5,medium,East Africa,1122,47
Tanzania,2021,August,8,3,5-15 years,15250000,10865499,204919,712.49,13.437,1.89,59.2,23.2,77.5,medium,East Africa,1122,47
Tanzania,2021,August,8,3,15-65 years,31720000,8248848,199143,260.05,6.278,2.41,53.9,23.8,69.5,medium,East Africa,1122,47
Tanzania,2021,August,8,3,65+ years,3050000,1079845,11541,354.05,3.784,1.07,50.4,25.0,76.8,medium,East Africa,1122,47
Tanzania,2021,September,9,3,0-5 years,10980000,7810840,186935,711.37,17.025,2.39,66.7,22.7,81.2,medium,East Africa,1122,47
Tanzania,2021,September,9,3,5-15 years,15250000,10059571,293697,659.64,19.259,2.92,67.4,19.6,76.4,medium,East Africa,1122,47
Tanzania,2021,September,9,3,15-65 years,31720000,13299069,255135,419.26,8.043,1.92,64.5,21.6,74.2,medium,East Africa,1122,47
Tanzania,2021,September,9,3,65+ years,3050000,1296459,21026,425.07,6.894,1.62,51.5,17.2,81.1,medium,East Africa,1122,47
Tanzania,2021,October,10,4,0-5 years,10980000,3597515,40531,327.64,3.691,1.13,50.4,22.3,80.7,medium,East Africa,1122,47
Tanzania,2021,October,10,4,5-15 years,15250000,5574887,44387,365.57,2.911,0.8,55.7,24.1,78.4,medium,East Africa,1122,47
Tanzania,2021,October,10,4,15-65 years,31720000,3117914,88178,98.29,2.78,2.83,63.9,26.8,75.6,medium,East Africa,1122,47
Tanzania,2021,October,10,4,65+ years,3050000,492877,8172,161.6,2.679,1.66,54.9,28.3,80.8,medium,East Africa,1122,47
Tanzania,2021,November,11,4,0-5 years,10980000,4023938,48859,366.48,4.45,1.21,60.5,28.8,74.4,medium,East Africa,1122,47
Tanzania,2021,November,11,4,5-15 years,15250000,2813133,56887,184.47,3.73,2.02,61.7,28.4,71.8,medium,East Africa,1122,47
Tanzania,2021,November,11,4,15-65 years,31720000,3104501,79177,97.87,2.496,2.55,58.4,20.5,69.4,medium,East Africa,1122,47
Tanzania,2021,November,11,4,65+ years,3050000,522206,11099,171.22,3.639,2.13,53.1,31.7,76.4,medium,East Africa,1122,47
Tanzania,2021,December,12,4,0-5 years,10980000,4080340,22913,371.62,2.087,0.56,56.6,31.5,67.9,medium,East Africa,1122,47
Tanzania,2021,December,12,4,5-15 years,15250000,4182154,105415,274.24,6.912,2.52,60.0,26.0,76.8,medium,East Africa,1122,47
Tanzania,2021,December,12,4,15-65 years,31720000,3160748,84293,99.65,2.657,2.67,65.9,25.6,72.8,medium,East Africa,1122,47
Tanzania,2021,December,12,4,65+ years,3050000,418378,12291,137.17,4.03,2.94,55.8,26.4,70.9,medium,East Africa,1122,47
Tanzania,2022,January,1,1,0-5 years,10980000,3681376,60008,335.28,5.465,1.63,67.8,21.0,74.8,medium,East Africa,1122,47
Tanzania,2022,January,1,1,5-15 years,15250000,3713687,76432,243.52,5.012,2.06,67.0,21.2,83.5,medium,East Africa,1122,47
Tanzania,2022,January,1,1,15-65 years,31720000,2852947,52883,89.94,1.667,1.85,58.9,23.5,83.7,medium,East Africa,1122,47
Tanzania,2022,January,1,1,65+ years,3050000,527986,4599,173.11,1.508,0.87,68.2,27.0,78.4,medium,East Africa,1122,47
Tanzania,2022,February,2,1,0-5 years,10980000,3553064,30091,323.59,2.741,0.85,59.2,25.2,79.4,medium,East Africa,1122,47
Tanzania,2022,February,2,1,5-15 years,15250000,4183224,104550,274.31,6.856,2.5,64.7,27.5,71.5,medium,East Africa,1122,47
Tanzania,2022,February,2,1,15-65 years,31720000,3067437,18162,96.7,0.573,0.59,66.6,20.7,80.0,medium,East Africa,1122,47
Tanzania,2022,February,2,1,65+ years,3050000,486510,12804,159.51,4.198,2.63,53.5,28.5,76.1,medium,East Africa,1122,47
Tanzania,2022,March,3,1,0-5 years,10980000,3124513,76628,284.56,6.979,2.45,70.8,32.8,75.5,medium,East Africa,1122,47
Tanzania,2022,March,3,1,5-15 years,15250000,4629508,126025,303.57,8.264,2.72,65.4,26.3,82.1,medium,East Africa,1122,47
Tanzania,2022,March,3,1,15-65 years,31720000,2978392,51479,93.9,1.623,1.73,63.7,32.0,76.3,medium,East Africa,1122,47
Tanzania,2022,March,3,1,65+ years,3050000,490708,7490,160.89,2.456,1.53,63.0,28.7,82.9,medium,East Africa,1122,47
Tanzania,2022,April,4,2,0-5 years,10980000,4722036,33823,430.06,3.08,0.72,62.4,32.5,79.6,medium,East Africa,1122,47
Tanzania,2022,April,4,2,5-15 years,15250000,3389464,71437,222.26,4.684,2.11,62.1,29.3,80.6,medium,East Africa,1122,47
Tanzania,2022,April,4,2,15-65 years,31720000,2420358,36435,76.3,1.149,1.51,59.6,27.9,71.7,medium,East Africa,1122,47
Tanzania,2022,April,4,2,65+ years,3050000,466100,6872,152.82,2.253,1.47,67.1,20.5,79.7,medium,East Africa,1122,47
Tanzania,2022,May,5,2,0-5 years,10980000,9218929,267981,839.61,24.406,2.91,59.7,26.6,70.6,medium,East Africa,1122,47
Tanzania,2022,May,5,2,5-15 years,15250000,10807349,262512,708.68,17.214,2.43,62.6,19.7,82.0,medium,East Africa,1122,47
Tanzania,2022,May,5,2,15-65 years,31720000,10557923,100773,332.85,3.177,0.95,61.7,32.8,77.5,medium,East Africa,1122,47
Tanzania,2022,May,5,2,65+ years,3050000,1577992,18936,517.37,6.209,1.2,59.7,30.5,80.3,medium,East Africa,1122,47
Tanzania,2022,June,6,2,0-5 years,10980000,8910206,89304,811.49,8.133,1.0,62.3,27.0,80.8,medium,East Africa,1122,47
Tanzania,2022,June,6,2,5-15 years,15250000,7830412,135383,513.47,8.878,1.73,58.3,22.5,75.0,medium,East Africa,1122,47
Tanzania,2022,June,6,2,15-65 years,31720000,9908177,96721,312.36,3.049,0.98,61.5,20.4,71.5,medium,East Africa,1122,47
Tanzania,2022,June,6,2,65+ years,3050000,1804437,28591,591.62,9.374,1.58,63.0,21.8,75.6,medium,East Africa,1122,47
Tanzania,2022,July,7,3,0-5 years,10980000,12095278,270141,1101.57,24.603,2.23,65.6,28.2,77.0,medium,East Africa,1122,47
Tanzania,2022,July,7,3,5-15 years,15250000,7017757,58914,460.18,3.863,0.84,57.6,25.4,72.2,medium,East Africa,1122,47
Tanzania,2022,July,7,3,15-65 years,31720000,10039041,126985,316.49,4.003,1.26,70.7,21.5,79.0,medium,East Africa,1122,47
Tanzania,2022,July,7,3,65+ years,3050000,1120066,22595,367.23,7.408,2.02,53.9,25.5,81.1,medium,East Africa,1122,47
Tanzania,2022,August,8,3,0-5 years,10980000,11781334,157640,1072.98,14.357,1.34,70.8,25.5,70.8,medium,East Africa,1122,47
Tanzania,2022,August,8,3,5-15 years,15250000,11804223,116594,774.05,7.646,0.99,55.9,25.1,83.0,medium,East Africa,1122,47
Tanzania,2022,August,8,3,15-65 years,31720000,9184368,135202,289.55,4.262,1.47,59.9,20.0,78.8,medium,East Africa,1122,47
Tanzania,2022,August,8,3,65+ years,3050000,1396357,14036,457.82,4.602,1.01,53.9,29.4,83.1,medium,East Africa,1122,47
Tanzania,2022,September,9,3,0-5 years,10980000,8796829,58873,801.17,5.362,0.67,56.7,30.6,81.5,medium,East Africa,1122,47
Tanzania,2022,September,9,3,5-15 years,15250000,10578286,93928,693.66,6.159,0.89,64.1,32.4,74.9,medium,East Africa,1122,47
Tanzania,2022,September,9,3,15-65 years,31720000,11234460,330067,354.18,10.406,2.94,63.3,24.9,74.6,medium,East Africa,1122,47
Tanzania,2022,September,9,3,65+ years,3050000,1063746,13911,348.77,4.561,1.31,57.4,28.3,71.8,medium,East Africa,1122,47
Tanzania,2022,October,10,4,0-5 years,10980000,3501764,54070,318.92,4.924,1.54,65.6,24.6,73.5,medium,East Africa,1122,47
Tanzania,2022,October,10,4,5-15 years,15250000,2937404,31684,192.62,2.078,1.08,68.4,19.6,72.5,medium,East Africa,1122,47
Tanzania,2022,October,10,4,15-65 years,31720000,3482920,18252,109.8,0.575,0.52,70.9,31.0,82.6,medium,East Africa,1122,47
Tanzania,2022,October,10,4,65+ years,3050000,521302,11745,170.92,3.851,2.25,63.1,24.6,81.8,medium,East Africa,1122,47
Tanzania,2022,November,11,4,0-5 years,10980000,3292823,61287,299.89,5.582,1.86,53.7,23.5,82.7,medium,East Africa,1122,47
Tanzania,2022,November,11,4,5-15 years,15250000,4155570,86700,272.5,5.685,2.09,65.8,30.7,76.8,medium,East Africa,1122,47
Tanzania,2022,November,11,4,15-65 years,31720000,4012144,45017,126.49,1.419,1.12,54.6,27.6,74.4,medium,East Africa,1122,47
Tanzania,2022,November,11,4,65+ years,3050000,402248,8820,131.88,2.892,2.19,70.8,23.4,76.5,medium,East Africa,1122,47
Tanzania,2022,December,12,4,0-5 years,10980000,3286130,40998,299.28,3.734,1.25,63.1,31.7,81.8,medium,East Africa,1122,47
Tanzania,2022,December,12,4,5-15 years,15250000,4933518,72259,323.51,4.738,1.46,62.1,24.5,84.0,medium,East Africa,1122,47
Tanzania,2022,December,12,4,15-65 years,31720000,2907095,85130,91.65,2.684,2.93,66.9,31.5,70.4,medium,East Africa,1122,47
Tanzania,2022,December,12,4,65+ years,3050000,611546,17432,200.51,5.715,2.85,70.1,30.7,84.5,medium,East Africa,1122,47
Tanzania,2023,January,1,1,0-5 years,10980000,4287814,61327,390.51,5.585,1.43,72.6,21.8,83.1,medium,East Africa,1122,47
Tanzania,2023,January,1,1,5-15 years,15250000,3386790,75659,222.08,4.961,2.23,59.8,28.4,83.9,medium,East Africa,1122,47
Tanzania,2023,January,1,1,15-65 years,31720000,2963162,69852,93.42,2.202,2.36,57.6,32.4,82.8,medium,East Africa,1122,47
Tanzania,2023,January,1,1,65+ years,3050000,392240,2982,128.6,0.978,0.76,71.8,28.3,77.1,medium,East Africa,1122,47
Tanzania,2023,February,2,1,0-5 years,10980000,3034049,26573,276.33,2.42,0.88,59.8,24.6,81.8,medium,East Africa,1122,47
Tanzania,2023,February,2,1,5-15 years,15250000,2588059,41458,169.71,2.719,1.6,67.9,22.9,86.5,medium,East Africa,1122,47
